Date,County,State,HISP,POP,Total Pop,Proportion Hisp
7/1/2016,Jones,Texas,Non-Hispanic,14489,19969,0.725574641
7/1/2015,Clay,Texas,Hispanic,587,10357,0.056676644
7/1/2015,Clay,Texas,Non-Hispanic,9770,10357,0.943323356
7/1/2015,Wise,Texas,Hispanic,11736,62857,0.186709515
7/1/2015,Wise,Texas,Non-Hispanic,51121,62857,0.813290485
7/1/2012,Callahan,Texas,Hispanic,1132,13488,0.083926453
7/1/2012,Callahan,Texas,Non-Hispanic,12356,13488,0.916073547
7/1/2016,Wharton,Texas,Hispanic,16988,41668,0.407698954
7/1/2016,Wharton,Texas,Non-Hispanic,24680,41668,0.592301046
7/1/2018,Hansford,Texas,Hispanic,2636,5463,0.482518763
7/1/2018,Hansford,Texas,Non-Hispanic,2827,5463,0.517481237
7/1/2013,Loving,Texas,Hispanic,19,106,0.179245283
7/1/2013,Loving,Texas,Non-Hispanic,87,106,0.820754717
7/1/2015,McMullen,Texas,Hispanic,337,835,0.403592814
7/1/2015,McMullen,Texas,Non-Hispanic,498,835,0.596407186
7/1/2014,Jim Hogg,Texas,Hispanic,4924,5334,0.923134608
7/1/2014,Jim Hogg,Texas,Non-Hispanic,410,5334,0.076865392
7/1/2018,Comal,Texas,Hispanic,41187,148373,0.277590936
7/1/2018,Comal,Texas,Non-Hispanic,107186,148373,0.722409064
7/1/2010,DeWitt,Texas,Hispanic,6517,20054,0.324972574
7/1/2010,DeWitt,Texas,Non-Hispanic,13537,20054,0.675027426
7/1/2016,Morris,Texas,Hispanic,1177,12426,0.094720747
7/1/2016,Morris,Texas,Non-Hispanic,11249,12426,0.905279253
7/1/2012,Floyd,Texas,Hispanic,3548,6349,0.558828162
7/1/2012,Floyd,Texas,Non-Hispanic,2801,6349,0.441171838
7/1/2015,Moore,Texas,Hispanic,11897,21825,0.545108820
7/1/2015,Moore,Texas,Non-Hispanic,9928,21825,0.454891180
7/1/2010,Dawson,Texas,Hispanic,7402,13827,0.535329428
7/1/2010,Dawson,Texas,Non-Hispanic,6425,13827,0.464670572
7/1/2018,Hidalgo,Texas,Hispanic,799915,865939,0.923754445
7/1/2018,Hidalgo,Texas,Non-Hispanic,66024,865939,0.076245555
7/1/2018,Brazoria,Texas,Hispanic,115205,370200,0.311196650
7/1/2018,Brazoria,Texas,Non-Hispanic,254995,370200,0.688803350
7/1/2010,King,Texas,Hispanic,39,288,0.135416667
7/1/2010,King,Texas,Non-Hispanic,249,288,0.864583333
7/1/2012,Upshur,Texas,Hispanic,2753,39919,0.068964653
7/1/2012,Upshur,Texas,Non-Hispanic,37166,39919,0.931035347
7/1/2015,Camp,Texas,Hispanic,3011,12708,0.236937362
7/1/2015,Camp,Texas,Non-Hispanic,9697,12708,0.763062638
7/1/2015,Potter,Texas,Hispanic,45646,121385,0.376043168
7/1/2015,Potter,Texas,Non-Hispanic,75739,121385,0.623956832
7/1/2018,Haskell,Texas,Hispanic,1728,5813,0.297264751
7/1/2018,Haskell,Texas,Non-Hispanic,4085,5813,0.702735249
7/1/2012,Burleson,Texas,Hispanic,3381,17431,0.193964775
7/1/2012,Burleson,Texas,Non-Hispanic,14050,17431,0.806035225
7/1/2016,Zavala,Texas,Hispanic,11376,12127,0.938072071
7/1/2016,Zavala,Texas,Non-Hispanic,751,12127,0.061927929
7/1/2012,Henderson,Texas,Hispanic,9015,78951,0.114184748
7/1/2012,Henderson,Texas,Non-Hispanic,69936,78951,0.885815252
7/1/2013,Real,Texas,Hispanic,911,3319,0.274480265
7/1/2013,Real,Texas,Non-Hispanic,2408,3319,0.725519735
7/1/2017,Van Zandt,Texas,Hispanic,5986,55202,0.108438100
7/1/2017,Van Zandt,Texas,Non-Hispanic,49216,55202,0.891561900
7/1/2014,Presidio,Texas,Hispanic,6004,7216,0.832039911
7/1/2014,Presidio,Texas,Non-Hispanic,1212,7216,0.167960089
7/1/2012,Denton,Texas,Hispanic,131838,707971,0.186219492
7/1/2012,Denton,Texas,Non-Hispanic,576133,707971,0.813780508
7/1/2017,Gaines,Texas,Hispanic,8636,20635,0.418512236
7/1/2017,Gaines,Texas,Non-Hispanic,11999,20635,0.581487764
7/1/2010,Floyd,Texas,Hispanic,3411,6403,0.532719038
7/1/2010,Floyd,Texas,Non-Hispanic,2992,6403,0.467280962
7/1/2018,Hall,Texas,Hispanic,1036,3028,0.342140026
7/1/2018,Hall,Texas,Non-Hispanic,1992,3028,0.657859974
7/1/2016,Red River,Texas,Hispanic,892,12190,0.073174733
7/1/2016,Red River,Texas,Non-Hispanic,11298,12190,0.926825267
7/1/2015,Bosque,Texas,Hispanic,3103,17868,0.173662413
7/1/2015,Bosque,Texas,Non-Hispanic,14765,17868,0.826337587
7/1/2011,Lynn,Texas,Hispanic,2730,5886,0.463812436
7/1/2011,Lynn,Texas,Non-Hispanic,3156,5886,0.536187564
7/1/2012,Archer,Texas,Hispanic,703,8809,0.079804745
7/1/2012,Archer,Texas,Non-Hispanic,8106,8809,0.920195255
7/1/2017,Polk,Texas,Hispanic,7488,49016,0.152766444
7/1/2017,Polk,Texas,Non-Hispanic,41528,49016,0.847233556
7/1/2018,Titus,Texas,Hispanic,14555,33033,0.440619986
7/1/2018,Titus,Texas,Non-Hispanic,18478,33033,0.559380014
7/1/2017,Zavala,Texas,Hispanic,11247,11965,0.939991642
7/1/2017,Zavala,Texas,Non-Hispanic,718,11965,0.060008358
7/1/2013,Camp,Texas,Hispanic,2880,12467,0.231009866
7/1/2013,Camp,Texas,Non-Hispanic,9587,12467,0.768990134
7/1/2018,Val Verde,Texas,Hispanic,40598,49208,0.825028451
7/1/2018,Val Verde,Texas,Non-Hispanic,8610,49208,0.174971549
7/1/2010,Llano,Texas,Hispanic,1572,19334,0.081307541
7/1/2010,Llano,Texas,Non-Hispanic,17762,19334,0.918692459
7/1/2016,Kendall,Texas,Hispanic,9836,41919,0.234643002
7/1/2016,Kendall,Texas,Non-Hispanic,32083,41919,0.765356998
7/1/2014,Johnson,Texas,Hispanic,30945,156754,0.197411230
7/1/2014,Johnson,Texas,Non-Hispanic,125809,156754,0.802588770
7/1/2013,Upton,Texas,Hispanic,1745,3387,0.515205196
7/1/2013,Upton,Texas,Non-Hispanic,1642,3387,0.484794804
7/1/2017,Webb,Texas,Hispanic,261685,273982,0.955117489
7/1/2017,Webb,Texas,Non-Hispanic,12297,273982,0.044882511
7/1/2013,Brewster,Texas,Hispanic,4082,9290,0.439397201
7/1/2013,Brewster,Texas,Non-Hispanic,5208,9290,0.560602799
7/1/2013,Fort Bend,Texas,Hispanic,156493,652050,0.240001534
7/1/2013,Fort Bend,Texas,Non-Hispanic,495557,652050,0.759998466
7/1/2015,Loving,Texas,Hispanic,28,119,0.235294118
7/1/2015,Loving,Texas,Non-Hispanic,91,119,0.764705882
7/1/2011,Reagan,Texas,Hispanic,2126,3394,0.626399529
7/1/2011,Reagan,Texas,Non-Hispanic,1268,3394,0.373600471
7/1/2016,Navarro,Texas,Hispanic,12924,48417,0.266931037
7/1/2016,Navarro,Texas,Non-Hispanic,35493,48417,0.733068963
7/1/2014,Jim Wells,Texas,Hispanic,33188,41503,0.799653037
7/1/2014,Jim Wells,Texas,Non-Hispanic,8315,41503,0.200346963
7/1/2012,Shackelford,Texas,Hispanic,344,3365,0.102228826
7/1/2012,Shackelford,Texas,Non-Hispanic,3021,3365,0.897771174
7/1/2010,Carson,Texas,Hispanic,530,6163,0.085997079
7/1/2010,Carson,Texas,Non-Hispanic,5633,6163,0.914002921
7/1/2015,Uvalde,Texas,Hispanic,19131,26968,0.709396322
7/1/2015,Uvalde,Texas,Non-Hispanic,7837,26968,0.290603678
7/1/2017,Madison,Texas,Hispanic,3305,14255,0.231848474
7/1/2017,Madison,Texas,Non-Hispanic,10950,14255,0.768151526
7/1/2013,Titus,Texas,Hispanic,13422,32607,0.411629405
7/1/2013,Titus,Texas,Non-Hispanic,19185,32607,0.588370595
7/1/2013,Kenedy,Texas,Hispanic,334,438,0.762557078
7/1/2013,Kenedy,Texas,Non-Hispanic,104,438,0.237442922
7/1/2016,Stonewall,Texas,Hispanic,254,1404,0.180911681
7/1/2016,Stonewall,Texas,Non-Hispanic,1150,1404,0.819088319
7/1/2015,Crosby,Texas,Hispanic,3273,5917,0.553151935
7/1/2015,Crosby,Texas,Non-Hispanic,2644,5917,0.446848065
7/1/2011,Runnels,Texas,Hispanic,3499,10503,0.333142912
7/1/2011,Runnels,Texas,Non-Hispanic,7004,10503,0.666857088
7/1/2012,Anderson,Texas,Hispanic,9550,58065,0.164470852
7/1/2012,Anderson,Texas,Non-Hispanic,48515,58065,0.835529148
7/1/2017,Hutchinson,Texas,Hispanic,4995,21362,0.233826421
7/1/2017,Hutchinson,Texas,Non-Hispanic,16367,21362,0.766173579
7/1/2017,Walker,Texas,Hispanic,13062,72383,0.180456737
7/1/2017,Walker,Texas,Non-Hispanic,59321,72383,0.819543263
7/1/2010,Gonzales,Texas,Hispanic,9406,19798,0.475098495
7/1/2010,Gonzales,Texas,Non-Hispanic,10392,19798,0.524901505
7/1/2013,Presidio,Texas,Hispanic,6129,7404,0.827795786
7/1/2013,Presidio,Texas,Non-Hispanic,1275,7404,0.172204214
7/1/2018,Bexar,Texas,Hispanic,1201366,1986049,0.604902497
7/1/2018,Bexar,Texas,Non-Hispanic,784683,1986049,0.395097503
7/1/2015,Reagan,Texas,Hispanic,2568,3811,0.673838887
7/1/2015,Reagan,Texas,Non-Hispanic,1243,3811,0.326161113
7/1/2014,Wise,Texas,Hispanic,11308,61705,0.183259055
7/1/2014,Wise,Texas,Non-Hispanic,50397,61705,0.816740945
7/1/2015,Cochran,Texas,Hispanic,1711,2975,0.575126050
7/1/2015,Cochran,Texas,Non-Hispanic,1264,2975,0.424873950
7/1/2018,Scurry,Texas,Hispanic,6849,16866,0.406083244
7/1/2018,Scurry,Texas,Non-Hispanic,10017,16866,0.593916756
7/1/2015,Ochiltree,Texas,Hispanic,5693,10717,0.531212093
7/1/2015,Ochiltree,Texas,Non-Hispanic,5024,10717,0.468787907
7/1/2016,Hutchinson,Texas,Hispanic,4965,21562,0.230266209
7/1/2016,Hutchinson,Texas,Non-Hispanic,16597,21562,0.769733791
7/1/2011,Montgomery,Texas,Hispanic,100170,471396,0.212496500
7/1/2011,Montgomery,Texas,Non-Hispanic,371226,471396,0.787503500
7/1/2012,Williamson,Texas,Hispanic,107487,455788,0.235826744
7/1/2012,Williamson,Texas,Non-Hispanic,348301,455788,0.764173256
7/1/2016,Taylor,Texas,Hispanic,32876,136260,0.241274035
7/1/2016,Taylor,Texas,Non-Hispanic,103384,136260,0.758725965
7/1/2011,Rusk,Texas,Hispanic,8034,53697,0.149617297
7/1/2011,Rusk,Texas,Non-Hispanic,45663,53697,0.850382703
7/1/2017,Travis,Texas,Hispanic,416007,1227771,0.338831101
7/1/2017,Travis,Texas,Non-Hispanic,811764,1227771,0.661168899
7/1/2010,Lavaca,Texas,Hispanic,3103,19255,0.161152947
7/1/2010,Lavaca,Texas,Non-Hispanic,16152,19255,0.838847053
7/1/2011,Callahan,Texas,Hispanic,1127,13511,0.083413515
7/1/2011,Callahan,Texas,Non-Hispanic,12384,13511,0.916586485
7/1/2012,Harris,Texas,Hispanic,1767660,4264193,0.414535646
7/1/2012,Harris,Texas,Non-Hispanic,2496533,4264193,0.585464354
7/1/2014,Gregg,Texas,Hispanic,21999,123174,0.178601003
7/1/2014,Gregg,Texas,Non-Hispanic,101175,123174,0.821398997
7/1/2013,Bastrop,Texas,Hispanic,26048,75944,0.342989571
7/1/2013,Bastrop,Texas,Non-Hispanic,49896,75944,0.657010429
7/1/2010,Edwards,Texas,Hispanic,1031,1999,0.515757879
7/1/2010,Edwards,Texas,Non-Hispanic,968,1999,0.484242121
7/1/2012,Delta,Texas,Hispanic,346,5241,0.066017936
7/1/2012,Delta,Texas,Non-Hispanic,4895,5241,0.933982064
7/1/2010,Lynn,Texas,Hispanic,2756,5914,0.466012851
7/1/2010,Lynn,Texas,Non-Hispanic,3158,5914,0.533987149
7/1/2012,Johnson,Texas,Hispanic,29032,153405,0.189250676
7/1/2012,Johnson,Texas,Non-Hispanic,124373,153405,0.810749324
7/1/2014,Brooks,Texas,Hispanic,6542,7234,0.904340614
7/1/2014,Brooks,Texas,Non-Hispanic,692,7234,0.095659386
7/1/2013,Edwards,Texas,Hispanic,1044,1899,0.549763033
7/1/2013,Edwards,Texas,Non-Hispanic,855,1899,0.450236967
7/1/2010,Borden,Texas,Hispanic,95,646,0.147058824
7/1/2010,Borden,Texas,Non-Hispanic,551,646,0.852941176
7/1/2013,Johnson,Texas,Hispanic,29843,154539,0.193109830
7/1/2013,Johnson,Texas,Non-Hispanic,124696,154539,0.806890170
7/1/2013,Sterling,Texas,Hispanic,464,1230,0.377235772
7/1/2013,Sterling,Texas,Non-Hispanic,766,1230,0.622764228
7/1/2018,Mills,Texas,Hispanic,905,4921,0.183905710
7/1/2018,Mills,Texas,Non-Hispanic,4016,4921,0.816094290
7/1/2015,Schleicher,Texas,Hispanic,1661,3195,0.519874804
7/1/2015,Schleicher,Texas,Non-Hispanic,1534,3195,0.480125196
7/1/2011,Throckmorton,Texas,Hispanic,165,1637,0.100794136
7/1/2011,Throckmorton,Texas,Non-Hispanic,1472,1637,0.899205864
7/1/2018,Starr,Texas,Hispanic,62176,64525,0.963595506
7/1/2018,Starr,Texas,Non-Hispanic,2349,64525,0.036404494
7/1/2014,Parmer,Texas,Hispanic,6173,9962,0.619654688
7/1/2014,Parmer,Texas,Non-Hispanic,3789,9962,0.380345312
7/1/2012,Caldwell,Texas,Hispanic,18816,38690,0.486327216
7/1/2012,Caldwell,Texas,Non-Hispanic,19874,38690,0.513672784
7/1/2013,Ward,Texas,Hispanic,5660,11208,0.504996431
7/1/2013,Ward,Texas,Non-Hispanic,5548,11208,0.495003569
7/1/2018,Presidio,Texas,Hispanic,5765,6948,0.829735176
7/1/2018,Presidio,Texas,Non-Hispanic,1183,6948,0.170264824
7/1/2011,Coryell,Texas,Hispanic,12817,76642,0.167232066
7/1/2011,Coryell,Texas,Non-Hispanic,63825,76642,0.832767934
7/1/2018,Medina,Texas,Hispanic,26660,50921,0.523556097
7/1/2018,Medina,Texas,Non-Hispanic,24261,50921,0.476443903
7/1/2013,Hill,Texas,Hispanic,6708,34855,0.192454454
7/1/2013,Hill,Texas,Non-Hispanic,28147,34855,0.807545546
7/1/2016,Hall,Texas,Hispanic,1089,3115,0.349598716
7/1/2016,Hall,Texas,Non-Hispanic,2026,3115,0.650401284
7/1/2018,Parmer,Texas,Hispanic,6345,9864,0.643248175
7/1/2018,Parmer,Texas,Non-Hispanic,3519,9864,0.356751825
7/1/2016,Wood,Texas,Hispanic,4281,43760,0.097829068
7/1/2016,Wood,Texas,Non-Hispanic,39479,43760,0.902170932
7/1/2012,Frio,Texas,Hispanic,14086,17929,0.785654526
7/1/2012,Frio,Texas,Non-Hispanic,3843,17929,0.214345474
7/1/2013,San Jacinto,Texas,Hispanic,3120,26734,0.116705319
7/1/2013,San Jacinto,Texas,Non-Hispanic,23614,26734,0.883294681
7/1/2010,Oldham,Texas,Hispanic,242,2050,0.118048780
7/1/2010,Oldham,Texas,Non-Hispanic,1808,2050,0.881951220
7/1/2018,El Paso,Texas,Hispanic,697411,840758,0.829502663
7/1/2018,El Paso,Texas,Non-Hispanic,143347,840758,0.170497337
7/1/2010,Cameron,Texas,Hispanic,359278,407654,0.881330736
7/1/2010,Cameron,Texas,Non-Hispanic,48376,407654,0.118669264
7/1/2013,Van Zandt,Texas,Hispanic,5104,52341,0.097514377
7/1/2013,Van Zandt,Texas,Non-Hispanic,47237,52341,0.902485623
7/1/2015,Live Oak,Texas,Hispanic,4779,12177,0.392461197
7/1/2015,Live Oak,Texas,Non-Hispanic,7398,12177,0.607538803
7/1/2013,Reagan,Texas,Hispanic,2375,3634,0.653549807
7/1/2013,Reagan,Texas,Non-Hispanic,1259,3634,0.346450193
7/1/2010,Wheeler,Texas,Hispanic,1345,5387,0.249675144
7/1/2010,Wheeler,Texas,Non-Hispanic,4042,5387,0.750324856
7/1/2012,Stonewall,Texas,Hispanic,210,1452,0.144628099
7/1/2012,Stonewall,Texas,Non-Hispanic,1242,1452,0.855371901
7/1/2012,Trinity,Texas,Hispanic,1222,14372,0.085026440
7/1/2012,Trinity,Texas,Non-Hispanic,13150,14372,0.914973560
7/1/2012,Fayette,Texas,Hispanic,4746,24666,0.192410606
7/1/2012,Fayette,Texas,Non-Hispanic,19920,24666,0.807589394
7/1/2015,Irion,Texas,Hispanic,395,1543,0.255994815
7/1/2015,Irion,Texas,Non-Hispanic,1148,1543,0.744005185
7/1/2016,Brazos,Texas,Hispanic,55592,220156,0.252511855
7/1/2016,Brazos,Texas,Non-Hispanic,164564,220156,0.747488145
7/1/2013,Kaufman,Texas,Hispanic,20091,108284,0.185539877
7/1/2013,Kaufman,Texas,Non-Hispanic,88193,108284,0.814460123
7/1/2017,Aransas,Texas,Hispanic,7056,25447,0.277282194
7/1/2017,Aransas,Texas,Non-Hispanic,18391,25447,0.722717806
7/1/2010,Nueces,Texas,Hispanic,206990,340253,0.608341440
7/1/2010,Nueces,Texas,Non-Hispanic,133263,340253,0.391658560
7/1/2010,Ochiltree,Texas,Hispanic,4955,10170,0.487217306
7/1/2010,Ochiltree,Texas,Non-Hispanic,5215,10170,0.512782694
7/1/2015,Zavala,Texas,Hispanic,11527,12322,0.935481253
7/1/2015,Zavala,Texas,Non-Hispanic,795,12322,0.064518747
7/1/2018,Houston,Texas,Hispanic,2657,23169,0.114679097
7/1/2018,Houston,Texas,Non-Hispanic,20512,23169,0.885320903
7/1/2016,Bexar,Texas,Hispanic,1157732,1929530,0.600007256
7/1/2016,Bexar,Texas,Non-Hispanic,771798,1929530,0.399992744
7/1/2018,Carson,Texas,Hispanic,630,6005,0.104912573
7/1/2018,Carson,Texas,Non-Hispanic,5375,6005,0.895087427
7/1/2010,Upshur,Texas,Hispanic,2628,39379,0.066736078
7/1/2010,Upshur,Texas,Non-Hispanic,36751,39379,0.933263922
7/1/2014,Caldwell,Texas,Hispanic,19867,39721,0.500163641
7/1/2014,Caldwell,Texas,Non-Hispanic,19854,39721,0.499836359
7/1/2013,Caldwell,Texas,Hispanic,19303,39215,0.492235114
7/1/2013,Caldwell,Texas,Non-Hispanic,19912,39215,0.507764886
7/1/2012,Coleman,Texas,Hispanic,1441,8668,0.166243655
7/1/2012,Coleman,Texas,Non-Hispanic,7227,8668,0.833756345
7/1/2012,Edwards,Texas,Hispanic,1068,1990,0.536683417
7/1/2012,Edwards,Texas,Non-Hispanic,922,1990,0.463316583
7/1/2013,Parker,Texas,Hispanic,12942,119796,0.108033657
7/1/2013,Parker,Texas,Non-Hispanic,106854,119796,0.891966343
7/1/2011,Brazoria,Texas,Hispanic,89984,319159,0.281940976
7/1/2011,Brazoria,Texas,Non-Hispanic,229175,319159,0.718059024
7/1/2010,Hopkins,Texas,Hispanic,5409,35206,0.153638584
7/1/2010,Hopkins,Texas,Non-Hispanic,29797,35206,0.846361416
7/1/2010,Jones,Texas,Hispanic,5050,20237,0.249542916
7/1/2010,Jones,Texas,Non-Hispanic,15187,20237,0.750457084
7/1/2014,Scurry,Texas,Hispanic,6849,17380,0.394073648
7/1/2014,Scurry,Texas,Non-Hispanic,10531,17380,0.605926352
7/1/2016,Irion,Texas,Hispanic,406,1562,0.259923175
7/1/2016,Irion,Texas,Non-Hispanic,1156,1562,0.740076825
7/1/2016,Jasper,Texas,Hispanic,2349,35416,0.066325954
7/1/2016,Jasper,Texas,Non-Hispanic,33067,35416,0.933674046
7/1/2017,Menard,Texas,Hispanic,767,2121,0.361621876
7/1/2017,Menard,Texas,Non-Hispanic,1354,2121,0.638378124
7/1/2015,Navarro,Texas,Hispanic,12615,48209,0.261673132
7/1/2015,Navarro,Texas,Non-Hispanic,35594,48209,0.738326868
7/1/2016,San Jacinto,Texas,Hispanic,3534,27724,0.127470783
7/1/2016,San Jacinto,Texas,Non-Hispanic,24190,27724,0.872529217
7/1/2013,Refugio,Texas,Hispanic,3539,7277,0.486326783
7/1/2013,Refugio,Texas,Non-Hispanic,3738,7277,0.513673217
7/1/2016,Mitchell,Texas,Hispanic,3355,8477,0.395776808
7/1/2016,Mitchell,Texas,Non-Hispanic,5122,8477,0.604223192
7/1/2010,Cass,Texas,Hispanic,1062,30455,0.034871121
7/1/2010,Cass,Texas,Non-Hispanic,29393,30455,0.965128879
7/1/2016,Kinney,Texas,Hispanic,2160,3670,0.588555858
7/1/2016,Kinney,Texas,Non-Hispanic,1510,3670,0.411444142
7/1/2012,Parmer,Texas,Hispanic,6222,10189,0.610658553
7/1/2012,Parmer,Texas,Non-Hispanic,3967,10189,0.389341447
7/1/2011,Young,Texas,Hispanic,3086,18353,0.168146897
7/1/2011,Young,Texas,Non-Hispanic,15267,18353,0.831853103
7/1/2017,Kendall,Texas,Hispanic,10616,43984,0.241360495
7/1/2017,Kendall,Texas,Non-Hispanic,33368,43984,0.758639505
7/1/2011,Jones,Texas,Hispanic,5235,20266,0.258314418
7/1/2011,Jones,Texas,Non-Hispanic,15031,20266,0.741685582
7/1/2014,Cochran,Texas,Hispanic,1660,2944,0.563858696
7/1/2014,Cochran,Texas,Non-Hispanic,1284,2944,0.436141304
7/1/2015,Jeff Davis,Texas,Hispanic,770,2199,0.350159163
7/1/2015,Jeff Davis,Texas,Non-Hispanic,1429,2199,0.649840837
7/1/2010,Collingsworth,Texas,Hispanic,928,3054,0.303863785
7/1/2010,Collingsworth,Texas,Non-Hispanic,2126,3054,0.696136215
7/1/2013,Lamb,Texas,Hispanic,7381,13660,0.540336750
7/1/2013,Lamb,Texas,Non-Hispanic,6279,13660,0.459663250
7/1/2013,Frio,Texas,Hispanic,14373,18406,0.780886667
7/1/2013,Frio,Texas,Non-Hispanic,4033,18406,0.219113333
7/1/2013,Williamson,Texas,Hispanic,111666,470104,0.237534673
7/1/2013,Williamson,Texas,Non-Hispanic,358438,470104,0.762465327
7/1/2017,Kenedy,Texas,Hispanic,317,422,0.751184834
7/1/2017,Kenedy,Texas,Non-Hispanic,105,422,0.248815166
7/1/2015,Brazoria,Texas,Hispanic,102491,345617,0.296545019
7/1/2015,Brazoria,Texas,Non-Hispanic,243126,345617,0.703454981
7/1/2011,Shackelford,Texas,Hispanic,356,3338,0.106650689
7/1/2011,Shackelford,Texas,Non-Hispanic,2982,3338,0.893349311
7/1/2015,Newton,Texas,Hispanic,489,14159,0.034536337
7/1/2015,Newton,Texas,Non-Hispanic,13670,14159,0.965463663
7/1/2013,Young,Texas,Hispanic,3170,18358,0.172676762
7/1/2013,Young,Texas,Non-Hispanic,15188,18358,0.827323238
7/1/2018,Crosby,Texas,Hispanic,3222,5779,0.557535906
7/1/2018,Crosby,Texas,Non-Hispanic,2557,5779,0.442464094
7/1/2016,Fisher,Texas,Hispanic,1113,3894,0.285824345
7/1/2016,Fisher,Texas,Non-Hispanic,2781,3894,0.714175655
7/1/2015,Delta,Texas,Hispanic,349,5157,0.067675005
7/1/2015,Delta,Texas,Non-Hispanic,4808,5157,0.932324995
7/1/2017,King,Texas,Hispanic,49,289,0.169550173
7/1/2017,King,Texas,Non-Hispanic,240,289,0.830449827
7/1/2016,Jackson,Texas,Hispanic,4905,14874,0.329770069
7/1/2016,Jackson,Texas,Non-Hispanic,9969,14874,0.670229931
7/1/2012,Madison,Texas,Hispanic,2906,13742,0.211468491
7/1/2012,Madison,Texas,Non-Hispanic,10836,13742,0.788531509
7/1/2014,King,Texas,Hispanic,40,263,0.152091255
7/1/2014,King,Texas,Non-Hispanic,223,263,0.847908745
7/1/2015,Freestone,Texas,Hispanic,2945,19745,0.149151684
7/1/2015,Freestone,Texas,Non-Hispanic,16800,19745,0.850848316
7/1/2015,Rusk,Texas,Hispanic,8548,53006,0.161264762
7/1/2015,Rusk,Texas,Non-Hispanic,44458,53006,0.838735238
7/1/2011,Montague,Texas,Hispanic,1943,19755,0.098354847
7/1/2011,Montague,Texas,Non-Hispanic,17812,19755,0.901645153
7/1/2010,Milam,Texas,Hispanic,5774,24679,0.233964099
7/1/2010,Milam,Texas,Non-Hispanic,18905,24679,0.766035901
7/1/2018,Willacy,Texas,Hispanic,19020,21515,0.884034395
7/1/2018,Willacy,Texas,Non-Hispanic,2495,21515,0.115965605
7/1/2015,Lynn,Texas,Hispanic,2735,5747,0.475900470
7/1/2015,Lynn,Texas,Non-Hispanic,3012,5747,0.524099530
7/1/2012,Jasper,Texas,Hispanic,2195,35851,0.061225628
7/1/2012,Jasper,Texas,Non-Hispanic,33656,35851,0.938774372
7/1/2014,Coke,Texas,Hispanic,671,3215,0.208709176
7/1/2014,Coke,Texas,Non-Hispanic,2544,3215,0.791290824
7/1/2014,Wichita,Texas,Hispanic,24125,132649,0.181870953
7/1/2014,Wichita,Texas,Non-Hispanic,108524,132649,0.818129047
7/1/2011,Kenedy,Texas,Hispanic,344,438,0.785388128
7/1/2011,Kenedy,Texas,Non-Hispanic,94,438,0.214611872
7/1/2018,Sterling,Texas,Hispanic,533,1311,0.406559878
7/1/2018,Sterling,Texas,Non-Hispanic,778,1311,0.593440122
7/1/2013,Wilson,Texas,Hispanic,17546,45230,0.387928366
7/1/2013,Wilson,Texas,Non-Hispanic,27684,45230,0.612071634
7/1/2017,Bosque,Texas,Hispanic,3414,18318,0.186374058
7/1/2017,Bosque,Texas,Non-Hispanic,14904,18318,0.813625942
7/1/2014,Terrell,Texas,Hispanic,459,910,0.504395604
7/1/2014,Terrell,Texas,Non-Hispanic,451,910,0.495604396
7/1/2015,Swisher,Texas,Hispanic,3203,7484,0.427979690
7/1/2015,Swisher,Texas,Non-Hispanic,4281,7484,0.572020310
7/1/2016,Reagan,Texas,Hispanic,2553,3722,0.685921548
7/1/2016,Reagan,Texas,Non-Hispanic,1169,3722,0.314078452
7/1/2017,San Patricio,Texas,Hispanic,38944,67223,0.579325528
7/1/2017,San Patricio,Texas,Non-Hispanic,28279,67223,0.420674472
7/1/2012,Matagorda,Texas,Hispanic,14401,36553,0.393975871
7/1/2012,Matagorda,Texas,Non-Hispanic,22152,36553,0.606024129
7/1/2012,Hood,Texas,Hispanic,5842,52129,0.112068139
7/1/2012,Hood,Texas,Non-Hispanic,46287,52129,0.887931861
7/1/2018,Angelina,Texas,Hispanic,19589,87092,0.224923070
7/1/2018,Angelina,Texas,Non-Hispanic,67503,87092,0.775076930
7/1/2013,McCulloch,Texas,Hispanic,2549,8245,0.309157065
7/1/2013,McCulloch,Texas,Non-Hispanic,5696,8245,0.690842935
7/1/2012,Sherman,Texas,Hispanic,1263,3037,0.415870925
7/1/2012,Sherman,Texas,Non-Hispanic,1774,3037,0.584129075
7/1/2018,Irion,Texas,Hispanic,400,1522,0.262812089
7/1/2018,Irion,Texas,Non-Hispanic,1122,1522,0.737187911
7/1/2011,Real,Texas,Hispanic,908,3431,0.264645876
7/1/2011,Real,Texas,Non-Hispanic,2523,3431,0.735354124
7/1/2013,Taylor,Texas,Hispanic,30924,133937,0.230884670
7/1/2013,Taylor,Texas,Non-Hispanic,103013,133937,0.769115330
7/1/2015,Walker,Texas,Hispanic,12570,70861,0.177389537
7/1/2015,Walker,Texas,Non-Hispanic,58291,70861,0.822610463
7/1/2015,Henderson,Texas,Hispanic,9572,79507,0.120391915
7/1/2015,Henderson,Texas,Non-Hispanic,69935,79507,0.879608085
7/1/2018,Swisher,Texas,Hispanic,3323,7462,0.445322970
7/1/2018,Swisher,Texas,Non-Hispanic,4139,7462,0.554677030
7/1/2016,Brooks,Texas,Hispanic,6536,7200,0.907777778
7/1/2016,Brooks,Texas,Non-Hispanic,664,7200,0.092222222
7/1/2017,Crane,Texas,Hispanic,2989,4713,0.634203268
