Date,County,State,HISP,POP,Total Pop,Proportion Hisp
7/1/2017,Williamson,Texas,Hispanic,133829,545948,0.245131404
7/1/2017,Williamson,Texas,Non-Hispanic,412119,545948,0.754868596
7/1/2012,Marion,Texas,Hispanic,386,10377,0.037197649
7/1/2012,Marion,Texas,Non-Hispanic,9991,10377,0.962802351
7/1/2010,Randall,Texas,Hispanic,20129,121182,0.166105527
7/1/2010,Randall,Texas,Non-Hispanic,101053,121182,0.833894473
7/1/2016,Van Zandt,Texas,Hispanic,5733,54378,0.105428666
7/1/2016,Van Zandt,Texas,Non-Hispanic,48645,54378,0.894571334
7/1/2018,Walker,Texas,Hispanic,13129,72480,0.181139625
7/1/2018,Walker,Texas,Non-Hispanic,59351,72480,0.818860375
7/1/2016,Dickens,Texas,Hispanic,666,2201,0.302589732
7/1/2016,Dickens,Texas,Non-Hispanic,1535,2201,0.697410268
7/1/2017,Lubbock,Texas,Hispanic,108259,304875,0.355093071
7/1/2017,Lubbock,Texas,Non-Hispanic,196616,304875,0.644906929
7/1/2013,Coryell,Texas,Hispanic,13216,76787,0.172112467
7/1/2013,Coryell,Texas,Non-Hispanic,63571,76787,0.827887533
7/1/2017,Eastland,Texas,Hispanic,3027,18342,0.165031076
7/1/2017,Eastland,Texas,Non-Hispanic,15315,18342,0.834968924
7/1/2018,Guadalupe,Texas,Hispanic,62764,163694,0.383422728
7/1/2018,Guadalupe,Texas,Non-Hispanic,100930,163694,0.616577272
7/1/2014,Ochiltree,Texas,Hispanic,5629,10727,0.524750629
7/1/2014,Ochiltree,Texas,Non-Hispanic,5098,10727,0.475249371
7/1/2010,Mason,Texas,Hispanic,872,4010,0.217456359
7/1/2010,Mason,Texas,Non-Hispanic,3138,4010,0.782543641
7/1/2018,Martin,Texas,Hispanic,2729,5753,0.474361203
7/1/2018,Martin,Texas,Non-Hispanic,3024,5753,0.525638797
7/1/2013,Hemphill,Texas,Hispanic,1333,4152,0.321050096
7/1/2013,Hemphill,Texas,Non-Hispanic,2819,4152,0.678949904
7/1/2015,Kerr,Texas,Hispanic,13424,50854,0.263971369
7/1/2015,Kerr,Texas,Non-Hispanic,37430,50854,0.736028631
7/1/2014,Hays,Texas,Hispanic,68419,184895,0.370042457
7/1/2014,Hays,Texas,Non-Hispanic,116476,184895,0.629957543
7/1/2016,Willacy,Texas,Hispanic,19230,21813,0.881584376
7/1/2016,Willacy,Texas,Non-Hispanic,2583,21813,0.118415624
7/1/2014,Hale,Texas,Hispanic,20169,34463,0.585236340
7/1/2014,Hale,Texas,Non-Hispanic,14294,34463,0.414763660
7/1/2018,Eastland,Texas,Hispanic,3084,18322,0.168322236
7/1/2018,Eastland,Texas,Non-Hispanic,15238,18322,0.831677764
7/1/2016,Bosque,Texas,Hispanic,3225,18014,0.179027423
7/1/2016,Bosque,Texas,Non-Hispanic,14789,18014,0.820972577
7/1/2013,Hopkins,Texas,Hispanic,5568,35303,0.157720307
7/1/2013,Hopkins,Texas,Non-Hispanic,29735,35303,0.842279693
7/1/2018,Hardin,Texas,Hispanic,3374,57207,0.058978796
7/1/2018,Hardin,Texas,Non-Hispanic,53833,57207,0.941021204
7/1/2016,Bell,Texas,Hispanic,83292,341305,0.244039788
7/1/2016,Bell,Texas,Non-Hispanic,258013,341305,0.755960212
7/1/2014,Fort Bend,Texas,Hispanic,164374,684345,0.240191716
7/1/2014,Fort Bend,Texas,Non-Hispanic,519971,684345,0.759808284
7/1/2011,Milam,Texas,Hispanic,5924,24603,0.240783644
7/1/2011,Milam,Texas,Non-Hispanic,18679,24603,0.759216356
7/1/2013,Colorado,Texas,Hispanic,5846,20721,0.282129241
7/1/2013,Colorado,Texas,Non-Hispanic,14875,20721,0.717870759
7/1/2013,Stonewall,Texas,Hispanic,226,1418,0.159379408
7/1/2013,Stonewall,Texas,Non-Hispanic,1192,1418,0.840620592
7/1/2014,Coleman,Texas,Hispanic,1446,8417,0.171795176
7/1/2014,Coleman,Texas,Non-Hispanic,6971,8417,0.828204824
7/1/2012,Jim Wells,Texas,Hispanic,33098,41644,0.794784363
7/1/2012,Jim Wells,Texas,Non-Hispanic,8546,41644,0.205215637
7/1/2014,Medina,Texas,Hispanic,24327,47839,0.508518155
7/1/2014,Medina,Texas,Non-Hispanic,23512,47839,0.491481845
7/1/2013,Lee,Texas,Hispanic,3786,16551,0.228747508
7/1/2013,Lee,Texas,Non-Hispanic,12765,16551,0.771252492
7/1/2016,Nacogdoches,Texas,Hispanic,12619,65693,0.192090481
7/1/2016,Nacogdoches,Texas,Non-Hispanic,53074,65693,0.807909519
7/1/2014,Dawson,Texas,Hispanic,7495,13448,0.557331945
7/1/2014,Dawson,Texas,Non-Hispanic,5953,13448,0.442668055
7/1/2017,Tarrant,Texas,Hispanic,593816,2057468,0.288614938
7/1/2017,Tarrant,Texas,Non-Hispanic,1463652,2057468,0.711385062
7/1/2018,Tom Green,Texas,Hispanic,47838,118189,0.404758480
7/1/2018,Tom Green,Texas,Non-Hispanic,70351,118189,0.595241520
7/1/2016,Hansford,Texas,Hispanic,2638,5580,0.472759857
7/1/2016,Hansford,Texas,Non-Hispanic,2942,5580,0.527240143
7/1/2018,Blanco,Texas,Hispanic,2318,11702,0.198085797
7/1/2018,Blanco,Texas,Non-Hispanic,9384,11702,0.801914203
7/1/2011,Gaines,Texas,Hispanic,6766,17912,0.377735596
7/1/2011,Gaines,Texas,Non-Hispanic,11146,17912,0.622264404
7/1/2012,Houston,Texas,Hispanic,2381,23209,0.102589513
7/1/2012,Houston,Texas,Non-Hispanic,20828,23209,0.897410487
7/1/2018,Zapata,Texas,Hispanic,13423,14190,0.945947851
7/1/2018,Zapata,Texas,Non-Hispanic,767,14190,0.054052149
7/1/2011,Frio,Texas,Hispanic,13685,17493,0.782312925
7/1/2011,Frio,Texas,Non-Hispanic,3808,17493,0.217687075
7/1/2014,Starr,Texas,Hispanic,60586,63059,0.960782759
7/1/2014,Starr,Texas,Non-Hispanic,2473,63059,0.039217241
7/1/2012,Sutton,Texas,Hispanic,2385,3917,0.608884350
7/1/2012,Sutton,Texas,Non-Hispanic,1532,3917,0.391115650
7/1/2015,Johnson,Texas,Hispanic,32192,159368,0.201997892
7/1/2015,Johnson,Texas,Non-Hispanic,127176,159368,0.798002108
7/1/2014,Brewster,Texas,Hispanic,3976,9151,0.434488034
7/1/2014,Brewster,Texas,Non-Hispanic,5175,9151,0.565511966
7/1/2018,Bowie,Texas,Hispanic,7362,94324,0.078050125
7/1/2018,Bowie,Texas,Non-Hispanic,86962,94324,0.921949875
7/1/2012,Mason,Texas,Hispanic,908,4057,0.223810698
7/1/2012,Mason,Texas,Non-Hispanic,3149,4057,0.776189302
7/1/2016,Upshur,Texas,Hispanic,3405,40809,0.083437477
7/1/2016,Upshur,Texas,Non-Hispanic,37404,40809,0.916562523
7/1/2012,Bee,Texas,Hispanic,18555,32483,0.571221870
7/1/2012,Bee,Texas,Non-Hispanic,13928,32483,0.428778130
7/1/2016,Hidalgo,Texas,Hispanic,783082,850798,0.920408840
7/1/2016,Hidalgo,Texas,Non-Hispanic,67716,850798,0.079591160
7/1/2016,Calhoun,Texas,Hispanic,10666,21977,0.485325568
7/1/2016,Calhoun,Texas,Non-Hispanic,11311,21977,0.514674432
7/1/2017,Hockley,Texas,Hispanic,11027,22995,0.479539030
7/1/2017,Hockley,Texas,Non-Hispanic,11968,22995,0.520460970
7/1/2013,Rains,Texas,Hispanic,909,11032,0.082396664
7/1/2013,Rains,Texas,Non-Hispanic,10123,11032,0.917603336
7/1/2014,Callahan,Texas,Hispanic,1216,13506,0.090034059
7/1/2014,Callahan,Texas,Non-Hispanic,12290,13506,0.909965941
7/1/2015,Tarrant,Texas,Hispanic,559044,1985924,0.281503220
7/1/2015,Tarrant,Texas,Non-Hispanic,1426880,1985924,0.718496780
7/1/2012,Waller,Texas,Hispanic,12732,44353,0.287060627
7/1/2012,Waller,Texas,Non-Hispanic,31621,44353,0.712939373
7/1/2017,Lynn,Texas,Hispanic,2776,5841,0.475261085
7/1/2017,Lynn,Texas,Non-Hispanic,3065,5841,0.524738915
7/1/2017,Kaufman,Texas,Hispanic,26220,122845,0.213439700
7/1/2017,Kaufman,Texas,Non-Hispanic,96625,122845,0.786560300
7/1/2016,Brazoria,Texas,Hispanic,106406,353778,0.300770540
7/1/2016,Brazoria,Texas,Non-Hispanic,247372,353778,0.699229460
7/1/2016,Roberts,Texas,Hispanic,106,910,0.116483516
7/1/2016,Roberts,Texas,Non-Hispanic,804,910,0.883516484
7/1/2012,Llano,Texas,Hispanic,1687,19262,0.087581767
7/1/2012,Llano,Texas,Non-Hispanic,17575,19262,0.912418233
7/1/2013,Shelby,Texas,Hispanic,4458,25992,0.171514312
7/1/2013,Shelby,Texas,Non-Hispanic,21534,25992,0.828485688
7/1/2012,Cass,Texas,Hispanic,1165,30029,0.038795831
7/1/2012,Cass,Texas,Non-Hispanic,28864,30029,0.961204169
7/1/2010,Jim Hogg,Texas,Hispanic,4892,5288,0.925113464
7/1/2010,Jim Hogg,Texas,Non-Hispanic,396,5288,0.074886536
7/1/2016,Hartley,Texas,Hispanic,1525,5737,0.265818372
7/1/2016,Hartley,Texas,Non-Hispanic,4212,5737,0.734181628
7/1/2017,Delta,Texas,Hispanic,404,5286,0.076428301
7/1/2017,Delta,Texas,Non-Hispanic,4882,5286,0.923571699
7/1/2013,Kendall,Texas,Hispanic,8132,37173,0.218760929
7/1/2013,Kendall,Texas,Non-Hispanic,29041,37173,0.781239071
7/1/2016,McCulloch,Texas,Hispanic,2586,8127,0.318198597
7/1/2016,McCulloch,Texas,Non-Hispanic,5541,8127,0.681801403
7/1/2016,Nueces,Texas,Hispanic,229155,361786,0.633399302
7/1/2016,Nueces,Texas,Non-Hispanic,132631,361786,0.366600698
7/1/2015,Foard,Texas,Hispanic,210,1226,0.171288744
7/1/2015,Foard,Texas,Non-Hispanic,1016,1226,0.828711256
7/1/2012,Lampasas,Texas,Hispanic,3680,20060,0.183449651
7/1/2012,Lampasas,Texas,Non-Hispanic,16380,20060,0.816550349
7/1/2017,Hays,Texas,Hispanic,83574,214277,0.390027861
7/1/2017,Hays,Texas,Non-Hispanic,130703,214277,0.609972139
7/1/2013,DeWitt,Texas,Hispanic,6936,20378,0.340367063
7/1/2013,DeWitt,Texas,Non-Hispanic,13442,20378,0.659632937
7/1/2018,Borden,Texas,Hispanic,121,648,0.186728395
7/1/2018,Borden,Texas,Non-Hispanic,527,648,0.813271605
7/1/2016,Titus,Texas,Hispanic,13925,32583,0.427370101
7/1/2016,Titus,Texas,Non-Hispanic,18658,32583,0.572629899
7/1/2018,Washington,Texas,Hispanic,5756,35108,0.163951236
7/1/2018,Washington,Texas,Non-Hispanic,29352,35108,0.836048764
7/1/2018,La Salle,Texas,Hispanic,6557,7531,0.870667906
7/1/2018,La Salle,Texas,Non-Hispanic,974,7531,0.129332094
7/1/2018,McLennan,Texas,Hispanic,68058,254607,0.267306083
7/1/2018,McLennan,Texas,Non-Hispanic,186549,254607,0.732693917
7/1/2013,Matagorda,Texas,Hispanic,14666,36518,0.401610165
7/1/2013,Matagorda,Texas,Non-Hispanic,21852,36518,0.598389835
7/1/2016,Callahan,Texas,Hispanic,1293,13789,0.093770397
7/1/2016,Callahan,Texas,Non-Hispanic,12496,13789,0.906229603
7/1/2018,Wharton,Texas,Hispanic,17479,41619,0.419976453
7/1/2018,Wharton,Texas,Non-Hispanic,24140,41619,0.580023547
7/1/2013,Hudspeth,Texas,Hispanic,2637,3341,0.789284645
7/1/2013,Hudspeth,Texas,Non-Hispanic,704,3341,0.210715355
7/1/2016,Deaf Smith,Texas,Hispanic,13658,18894,0.722874987
7/1/2016,Deaf Smith,Texas,Non-Hispanic,5236,18894,0.277125013
7/1/2014,Wood,Texas,Hispanic,4020,42774,0.093982326
7/1/2014,Wood,Texas,Non-Hispanic,38754,42774,0.906017674
7/1/2012,Collingsworth,Texas,Hispanic,950,3024,0.314153439
7/1/2012,Collingsworth,Texas,Non-Hispanic,2074,3024,0.685846561
7/1/2018,Rains,Texas,Hispanic,1120,12159,0.092112838
7/1/2018,Rains,Texas,Non-Hispanic,11039,12159,0.907887162
7/1/2012,Hardin,Texas,Hispanic,2674,55117,0.048514977
7/1/2012,Hardin,Texas,Non-Hispanic,52443,55117,0.951485023
7/1/2012,Wood,Texas,Hispanic,3886,42387,0.091679053
7/1/2012,Wood,Texas,Non-Hispanic,38501,42387,0.908320947
7/1/2015,Goliad,Texas,Hispanic,2650,7510,0.352862850
7/1/2015,Goliad,Texas,Non-Hispanic,4860,7510,0.647137150
7/1/2013,Gillespie,Texas,Hispanic,5489,25385,0.216230057
7/1/2013,Gillespie,Texas,Non-Hispanic,19896,25385,0.783769943
7/1/2011,San Jacinto,Texas,Hispanic,2918,26778,0.108970050
7/1/2011,San Jacinto,Texas,Non-Hispanic,23860,26778,0.891029950
7/1/2015,Kent,Texas,Hispanic,145,747,0.194109772
7/1/2015,Kent,Texas,Non-Hispanic,602,747,0.805890228
7/1/2011,Blanco,Texas,Hispanic,1983,10577,0.187482273
7/1/2011,Blanco,Texas,Non-Hispanic,8594,10577,0.812517727
7/1/2010,Hudspeth,Texas,Hispanic,2771,3472,0.798099078
7/1/2010,Hudspeth,Texas,Non-Hispanic,701,3472,0.201900922
7/1/2014,Jones,Texas,Hispanic,5361,19846,0.270130001
7/1/2014,Jones,Texas,Non-Hispanic,14485,19846,0.729869999
7/1/2014,Harrison,Texas,Hispanic,8222,66610,0.123434920
7/1/2014,Harrison,Texas,Non-Hispanic,58388,66610,0.876565080
7/1/2012,Lipscomb,Texas,Hispanic,1079,3447,0.313025820
7/1/2012,Lipscomb,Texas,Non-Hispanic,2368,3447,0.686974180
7/1/2013,Upshur,Texas,Hispanic,2904,39762,0.073034556
7/1/2013,Upshur,Texas,Non-Hispanic,36858,39762,0.926965444
7/1/2012,Crockett,Texas,Hispanic,2351,3706,0.634376686
7/1/2012,Crockett,Texas,Non-Hispanic,1355,3706,0.365623314
7/1/2010,San Augustine,Texas,Hispanic,537,8854,0.060650553
7/1/2010,San Augustine,Texas,Non-Hispanic,8317,8854,0.939349447
7/1/2014,Willacy,Texas,Hispanic,19297,21966,0.878494036
7/1/2014,Willacy,Texas,Non-Hispanic,2669,21966,0.121505964
7/1/2014,Deaf Smith,Texas,Hispanic,13592,19139,0.710172945
7/1/2014,Deaf Smith,Texas,Non-Hispanic,5547,19139,0.289827055
7/1/2010,Bailey,Texas,Hispanic,4293,7154,0.600083869
7/1/2010,Bailey,Texas,Non-Hispanic,2861,7154,0.399916131
7/1/2013,Karnes,Texas,Hispanic,7593,14728,0.515548615
7/1/2013,Karnes,Texas,Non-Hispanic,7135,14728,0.484451385
7/1/2017,Rusk,Texas,Hispanic,9172,54320,0.168851252
7/1/2017,Rusk,Texas,Non-Hispanic,45148,54320,0.831148748
7/1/2014,Upton,Texas,Hispanic,1864,3483,0.535170830
7/1/2014,Upton,Texas,Non-Hispanic,1619,3483,0.464829170
7/1/2010,Hockley,Texas,Hispanic,9988,22852,0.437073342
7/1/2010,Hockley,Texas,Non-Hispanic,12864,22852,0.562926658
7/1/2018,Wichita,Texas,Hispanic,25676,132064,0.194420887
7/1/2018,Wichita,Texas,Non-Hispanic,106388,132064,0.805579113
7/1/2012,Tarrant,Texas,Hispanic,514818,1882350,0.273497490
7/1/2012,Tarrant,Texas,Non-Hispanic,1367532,1882350,0.726502510
7/1/2016,Fayette,Texas,Hispanic,5231,25051,0.208814019
7/1/2016,Fayette,Texas,Non-Hispanic,19820,25051,0.791185981
7/1/2017,Fort Bend,Texas,Hispanic,187231,766136,0.244383504
7/1/2017,Fort Bend,Texas,Non-Hispanic,578905,766136,0.755616496
7/1/2017,Chambers,Texas,Hispanic,9179,41399,0.221720331
7/1/2017,Chambers,Texas,Non-Hispanic,32220,41399,0.778279669
7/1/2015,Scurry,Texas,Hispanic,6999,17566,0.398440169
7/1/2015,Scurry,Texas,Non-Hispanic,10567,17566,0.601559831
7/1/2011,Wood,Texas,Hispanic,3696,42093,0.087805573
7/1/2011,Wood,Texas,Non-Hispanic,38397,42093,0.912194427
7/1/2011,Sutton,Texas,Hispanic,2436,3988,0.610832497
7/1/2011,Sutton,Texas,Non-Hispanic,1552,3988,0.389167503
7/1/2011,Deaf Smith,Texas,Hispanic,13389,19522,0.685841615
7/1/2011,Deaf Smith,Texas,Non-Hispanic,6133,19522,0.314158385
7/1/2017,Val Verde,Texas,Hispanic,40385,49096,0.822572104
7/1/2017,Val Verde,Texas,Non-Hispanic,8711,49096,0.177427896
7/1/2011,Waller,Texas,Hispanic,12678,44109,0.287424335
7/1/2011,Waller,Texas,Non-Hispanic,31431,44109,0.712575665
7/1/2015,Martin,Texas,Hispanic,2577,5653,0.455864143
7/1/2015,Martin,Texas,Non-Hispanic,3076,5653,0.544135857
7/1/2013,Delta,Texas,Hispanic,334,5118,0.065259867
7/1/2013,Delta,Texas,Non-Hispanic,4784,5118,0.934740133
7/1/2011,Karnes,Texas,Hispanic,7557,14955,0.505315948
7/1/2011,Karnes,Texas,Non-Hispanic,7398,14955,0.494684052
7/1/2018,Milam,Texas,Hispanic,6766,25131,0.269229239
7/1/2018,Milam,Texas,Non-Hispanic,18365,25131,0.730770761
7/1/2011,Bosque,Texas,Hispanic,2988,18263,0.163609484
7/1/2011,Bosque,Texas,Non-Hispanic,15275,18263,0.836390516
7/1/2014,Newton,Texas,Hispanic,486,14292,0.034005038
7/1/2014,Newton,Texas,Non-Hispanic,13806,14292,0.965994962
7/1/2013,Armstrong,Texas,Hispanic,172,1939,0.088705518
7/1/2013,Armstrong,Texas,Non-Hispanic,1767,1939,0.911294482
7/1/2014,Runnels,Texas,Hispanic,3468,10297,0.336797125
7/1/2014,Runnels,Texas,Non-Hispanic,6829,10297,0.663202875
7/1/2017,Marion,Texas,Hispanic,410,10073,0.040702869
7/1/2017,Marion,Texas,Non-Hispanic,9663,10073,0.959297131
7/1/2010,Henderson,Texas,Hispanic,8543,78622,0.108659154
7/1/2010,Henderson,Texas,Non-Hispanic,70079,78622,0.891340846
7/1/2017,Denton,Texas,Hispanic,161460,835330,0.193288880
7/1/2017,Denton,Texas,Non-Hispanic,673870,835330,0.806711120
7/1/2018,Culberson,Texas,Hispanic,1589,2204,0.720961887
7/1/2018,Culberson,Texas,Non-Hispanic,615,2204,0.279038113
7/1/2018,Kerr,Texas,Hispanic,14395,52405,0.274687530
7/1/2018,Kerr,Texas,Non-Hispanic,38010,52405,0.725312470
7/1/2013,La Salle,Texas,Hispanic,6345,7449,0.851792187
7/1/2013,La Salle,Texas,Non-Hispanic,1104,7449,0.148207813
7/1/2012,Montgomery,Texas,Hispanic,105202,484622,0.217080529
7/1/2012,Montgomery,Texas,Non-Hispanic,379420,484622,0.782919471
7/1/2017,Red River,Texas,Hispanic,921,12203,0.075473244
7/1/2017,Red River,Texas,Non-Hispanic,11282,12203,0.924526756
7/1/2013,Victoria,Texas,Hispanic,40756,90076,0.452462365
7/1/2013,Victoria,Texas,Non-Hispanic,49320,90076,0.547537635
7/1/2018,Fort Bend,Texas,Hispanic,194437,787858,0.246791935
7/1/2018,Fort Bend,Texas,Non-Hispanic,593421,787858,0.753208065
7/1/2013,Hale,Texas,Hispanic,20770,35682,0.582086206
7/1/2013,Hale,Texas,Non-Hispanic,14912,35682,0.417913794
7/1/2016,DeWitt,Texas,Hispanic,7213,20626,0.349704257
7/1/2016,DeWitt,Texas,Non-Hispanic,13413,20626,0.650295743
7/1/2010,Parmer,Texas,Hispanic,6197,10264,0.603760717
7/1/2010,Parmer,Texas,Non-Hispanic,4067,10264,0.396239283
7/1/2016,Rockwall,Texas,Hispanic,16020,93432,0.171461598
7/1/2016,Rockwall,Texas,Non-Hispanic,77412,93432,0.828538402
7/1/2016,Ward,Texas,Hispanic,6127,11580,0.529101900
7/1/2016,Ward,Texas,Non-Hispanic,5453,11580,0.470898100
7/1/2018,Jack,Texas,Hispanic,1526,8843,0.172565871
7/1/2018,Jack,Texas,Non-Hispanic,7317,8843,0.827434129
7/1/2011,Harrison,Texas,Hispanic,7594,66345,0.114462281
7/1/2011,Harrison,Texas,Non-Hispanic,58751,66345,0.885537719
7/1/2010,Rains,Texas,Hispanic,833,10913,0.076330981
7/1/2010,Rains,Texas,Non-Hispanic,10080,10913,0.923669019
7/1/2013,Archer,Texas,Hispanic,725,8795,0.082433201
7/1/2013,Archer,Texas,Non-Hispanic,8070,8795,0.917566799
7/1/2018,Grayson,Texas,Hispanic,18541,133991,0.138374965
7/1/2018,Grayson,Texas,Non-Hispanic,115450,133991,0.861625035
7/1/2016,San Patricio,Texas,Hispanic,38694,67322,0.574760108
7/1/2016,San Patricio,Texas,Non-Hispanic,28628,67322,0.425239892
7/1/2017,Hidalgo,Texas,Hispanic,791541,858323,0.922194791
7/1/2017,Hidalgo,Texas,Non-Hispanic,66782,858323,0.077805209
7/1/2014,Gillespie,Texas,Hispanic,5614,25495,0.220200039
7/1/2014,Gillespie,Texas,Non-Hispanic,19881,25495,0.779799961
7/1/2014,Culberson,Texas,Hispanic,1698,2283,0.743758213
7/1/2014,Culberson,Texas,Non-Hispanic,585,2283,0.256241787
7/1/2016,Bowie,Texas,Hispanic,7180,93994,0.076387855
7/1/2016,Bowie,Texas,Non-Hispanic,86814,93994,0.923612145
7/1/2012,Val Verde,Texas,Hispanic,39501,48991,0.806290951
7/1/2012,Val Verde,Texas,Non-Hispanic,9490,48991,0.193709049
7/1/2013,King,Texas,Hispanic,39,273,0.142857143
7/1/2013,King,Texas,Non-Hispanic,234,273,0.857142857
7/1/2010,Foard,Texas,Hispanic,188,1345,0.139776952
7/1/2010,Foard,Texas,Non-Hispanic,1157,1345,0.860223048
7/1/2010,Harrison,Texas,Hispanic,7315,65769,0.111222612
7/1/2010,Harrison,Texas,Non-Hispanic,58454,65769,0.888777388
7/1/2018,Taylor,Texas,Hispanic,34076,137640,0.247573380
7/1/2018,Taylor,Texas,Non-Hispanic,103564,137640,0.752426620
7/1/2016,Winkler,Texas,Hispanic,4781,7876,0.607034027
7/1/2016,Winkler,Texas,Non-Hispanic,3095,7876,0.392965973
7/1/2017,Throckmorton,Texas,Hispanic,219,1519,0.144173799
7/1/2017,Throckmorton,Texas,Non-Hispanic,1300,1519,0.855826201
7/1/2018,Gaines,Texas,Hispanic,8853,20901,0.423568250
7/1/2018,Gaines,Texas,Non-Hispanic,12048,20901,0.576431750
7/1/2015,Hutchinson,Texas,Hispanic,4929,21810,0.225997249
7/1/2015,Hutchinson,Texas,Non-Hispanic,16881,21810,0.774002751
7/1/2018,Stonewall,Texas,Hispanic,257,1362,0.188693098
7/1/2018,Stonewall,Texas,Non-Hispanic,1105,1362,0.811306902
7/1/2012,Zavala,Texas,Hispanic,11192,12022,0.930959907
7/1/2012,Zavala,Texas,Non-Hispanic,830,12022,0.069040093
7/1/2016,Wichita,Texas,Hispanic,24798,131443,0.188659723
7/1/2016,Wichita,Texas,Non-Hispanic,106645,131443,0.811340277
7/1/2014,Harris,Texas,Hispanic,1866540,4458709,0.418627903
7/1/2014,Harris,Texas,Non-Hispanic,2592169,4458709,0.581372097
7/1/2012,Somervell,Texas,Hispanic,1618,8556,0.189107059
7/1/2012,Somervell,Texas,Non-Hispanic,6938,8556,0.810892941
7/1/2012,Smith,Texas,Hispanic,38728,214836,0.180267739
7/1/2012,Smith,Texas,Non-Hispanic,176108,214836,0.819732261
7/1/2010,Kenedy,Texas,Hispanic,316,417,0.757793765
7/1/2010,Kenedy,Texas,Non-Hispanic,101,417,0.242206235
7/1/2010,Matagorda,Texas,Hispanic,14165,36708,0.385883186
7/1/2010,Matagorda,Texas,Non-Hispanic,22543,36708,0.614116814
7/1/2018,Sutton,Texas,Hispanic,2372,3758,0.631186801
7/1/2018,Sutton,Texas,Non-Hispanic,1386,3758,0.368813199
7/1/2013,Lynn,Texas,Hispanic,2677,5728,0.467353352
7/1/2013,Lynn,Texas,Non-Hispanic,3051,5728,0.532646648
7/1/2018,Armstrong,Texas,Hispanic,151,1892,0.079809725
7/1/2018,Armstrong,Texas,Non-Hispanic,1741,1892,0.920190275
7/1/2017,Trinity,Texas,Hispanic,1469,14710,0.099864038
7/1/2017,Trinity,Texas,Non-Hispanic,13241,14710,0.900135962
7/1/2015,Matagorda,Texas,Hispanic,15191,36775,0.413079538
7/1/2015,Matagorda,Texas,Non-Hispanic,21584,36775,0.586920462
7/1/2016,Crane,Texas,Hispanic,3046,4783,0.636838804
7/1/2016,Crane,Texas,Non-Hispanic,1737,4783,0.363161196
7/1/2016,Martin,Texas,Hispanic,2648,5638,0.469670096
7/1/2016,Martin,Texas,Non-Hispanic,2990,5638,0.530329904
7/1/2015,Wheeler,Texas,Hispanic,1530,5664,0.270127119
7/1/2015,Wheeler,Texas,Non-Hispanic,4134,5664,0.729872881
7/1/2011,Foard,Texas,Hispanic,211,1362,0.154919236
7/1/2011,Foard,Texas,Non-Hispanic,1151,1362,0.845080764
7/1/2011,Walker,Texas,Hispanic,11705,68407,0.171108220
7/1/2011,Walker,Texas,Non-Hispanic,56702,68407,0.828891780
7/1/2010,San Patricio,Texas,Hispanic,35239,64429,0.546943147
7/1/2010,San Patricio,Texas,Non-Hispanic,29190,64429,0.453056853
7/1/2011,Scurry,Texas,Hispanic,6292,16861,0.373168851
7/1/2011,Scurry,Texas,Non-Hispanic,10569,16861,0.626831149
7/1/2016,Hockley,Texas,Hispanic,10890,23048,0.472492190
7/1/2016,Hockley,Texas,Non-Hispanic,12158,23048,0.527507810
7/1/2018,Kaufman,Texas,Hispanic,28787,128622,0.223810857
7/1/2018,Kaufman,Texas,Non-Hispanic,99835,128622,0.776189143
7/1/2014,Donley,Texas,Hispanic,374,3484,0.107347876
7/1/2014,Donley,Texas,Non-Hispanic,3110,3484,0.892652124
7/1/2012,Cameron,Texas,Hispanic,368851,416098,0.886452230
7/1/2012,Cameron,Texas,Non-Hispanic,47247,416098,0.113547770
7/1/2017,Pecos,Texas,Hispanic,10740,15618,0.687668075
7/1/2017,Pecos,Texas,Non-Hispanic,4878,15618,0.312331925
7/1/2018,Caldwell,Texas,Hispanic,22935,43247,0.530325803
7/1/2018,Caldwell,Texas,Non-Hispanic,20312,43247,0.469674197
7/1/2017,Gonzales,Texas,Hispanic,10571,20796,0.508318907
7/1/2017,Gonzales,Texas,Non-Hispanic,10225,20796,0.491681093
7/1/2010,El Paso,Texas,Hispanic,660837,803655,0.822289415
7/1/2010,El Paso,Texas,Non-Hispanic,142818,803655,0.177710585
7/1/2012,Titus,Texas,Hispanic,13224,32627,0.405308487
7/1/2012,Titus,Texas,Non-Hispanic,19403,32627,0.594691513
7/1/2013,Sherman,Texas,Hispanic,1318,3069,0.429455849
7/1/2013,Sherman,Texas,Non-Hispanic,1751,3069,0.570544151
7/1/2017,Bandera,Texas,Hispanic,4209,22324,0.188541480
7/1/2017,Bandera,Texas,Non-Hispanic,18115,22324,0.811458520
7/1/2013,Yoakum,Texas,Hispanic,5196,8226,0.631655726
7/1/2013,Yoakum,Texas,Non-Hispanic,3030,8226,0.368344274
7/1/2013,Kent,Texas,Hispanic,140,781,0.179257362
7/1/2013,Kent,Texas,Non-Hispanic,641,781,0.820742638
7/1/2018,Coryell,Texas,Hispanic,14001,74808,0.187159127
7/1/2018,Coryell,Texas,Non-Hispanic,60807,74808,0.812840873
7/1/2013,Potter,Texas,Hispanic,44970,122168,0.368099666
7/1/2013,Potter,Texas,Non-Hispanic,77198,122168,0.631900334
7/1/2013,Scurry,Texas,Hispanic,6667,17276,0.385911091
7/1/2013,Scurry,Texas,Non-Hispanic,10609,17276,0.614088909
7/1/2010,Archer,Texas,Hispanic,689,9112,0.075614574
